OID_,DM,date,STATE_NAME,STATE_ABBR,Shape_Length,Shape_Area,Acres
2536,0,2010-04-06,Kentucky,KY,8.861799861,3.883148006,9377452
2537,0,2010-04-06,Louisiana,LA,122.9645946,8.144739037,21332500
2538,0,2010-04-06,Michigan,MI,45.65453942,6.410473189,13891371
2539,0,2010-04-06,Minnesota,MN,16.18743239,5.625170583,11612461
2540,0,2010-04-06,Mississippi,MS,13.08402435,0.979878432,2544529
2541,0,2010-04-06,Montana,MT,33.69385294,10.64952886,22394087
2542,0,2010-04-06,New Mexico,NM,10.8629599,6.496846144,16329157
2543,0,2010-04-06,Nevada,NV,34.72247265,14.59839307,34688482
2544,0,2010-04-06,New York,NY,17.90709318,3.572400993,7952154
2545,0,2010-04-06,Ohio,OH,1.495653687,0.079504174,181675
2546,0,2010-04-06,Oregon,OR,27.90263816,13.48492821,29588483
2547,0,2010-04-06,Pennsylvania,PA,6.390747538,1.970477559,4509931
2548,0,2010-04-06,Texas,TX,12.76789508,2.658303539,7000952
2549,0,2010-04-06,Utah,UT,25.97118439,13.15361241,30831590
2550,0,2010-04-06,Washington,WA,17.82774198,10.92254112,22700024
2551,0,2010-04-06,Wisconsin,WI,27.53559084,3.959465856,8526034
2552,0,2010-04-06,Wyoming,WY,16.86891074,10.9958516,24535278
2553,0,2009-04-07,Arkansas,AR,8.477094015,2.313920126,5887307
2554,0,2009-04-07,Arizona,AZ,24.98670037,11.15883637,28133848
2555,0,2009-04-07,California,CA,30.56984417,13.08766897,32517952
2556,0,2009-04-07,Colorado,CO,28.85134122,14.18252346,33576767
2557,0,2009-04-07,Connecticut,CT,10.48486941,1.08861206,2493063
2558,0,2009-04-07,Delaware,DE,7.97437135,0.439849114,1044274
2559,0,2009-04-07,Florida,FL,7.641995393,0.255746833,677452
2560,0,2009-04-07,Georgia,GA,5.908150931,0.446734557,1126888
2561,0,2009-04-07,Hawaii,HI,6.711391441,0.25055761,717701
2562,0,2009-04-07,Iowa,IA,3.408873818,0.057743928,128252
2563,0,2009-04-07,Idaho,ID,28.17646725,8.822814348,19420417
2564,0,2009-04-07,Kansas,KS,16.18984625,13.4292025,32080886
2565,0,2009-04-07,Kentucky,KY,0.548657703,0.005747156,13669
2566,0,2009-04-07,Louisiana,LA,4.329572984,0.158780342,406811
2567,0,2009-04-07,Maryland,MD,14.72690833,0.54242019,1281538
2568,0,2009-04-07,Michigan,MI,26.7262923,2.19094553,4678134
2569,0,2009-04-07,Minnesota,MN,10.27565291,1.71931376,3761526
2570,0,2009-04-07,Montana,MT,32.84090116,13.61091181,28075933
2571,0,2009-04-07,North Carolina,NC,49.6563109,2.972112079,7413589
2572,0,2009-04-07,Nebraska,NE,14.32787436,2.965213646,6790699
2573,0,2009-04-07,New Jersey,NJ,26.1608322,2.05353082,4797186
2574,0,2009-04-07,New Mexico,NM,22.50451954,6.679151889,16734983
2575,0,2009-04-07,Nevada,NV,25.69038683,10.87444697,25906588
2576,0,2009-04-07,New York,NY,28.68583849,1.070973591,2465522
2577,0,2009-04-07,Ohio,OH,11.02434965,3.928646678,9233986
2578,0,2009-04-07,Oklahoma,OK,20.69280311,4.142787296,10337577
2579,0,2009-04-07,Oregon,OR,35.46833987,13.47057981,29630477
2580,0,2009-04-07,Pennsylvania,PA,15.65754937,6.878619303,16022938
2581,0,2009-04-07,Rhode Island,RI,1.290190355,0.024117897,55366
2582,0,2009-04-07,South Carolina,SC,23.63922898,3.552060392,9021746
2583,0,2009-04-07,South Dakota,SD,1.816934227,0.147612004,329815
2584,0,2009-04-07,Tennessee,TN,7.739094758,1.082503573,2678002
2585,0,2009-04-07,Texas,TX,33.427155,9.27759661,24035824
2586,0,2009-04-07,Utah,UT,29.80982644,10.04718394,23861961
2587,0,2009-04-07,Virginia,VA,49.89283172,7.416352507,18009467
2588,0,2009-04-07,Washington,WA,29.94184639,8.233059221,17145819
2589,0,2009-04-07,Wisconsin,WI,21.12551307,1.780076302,3841258
2590,0,2009-04-07,West Virginia,WV,16.41655596,5.537714018,13217317
2591,0,2009-04-07,Wyoming,WY,28.40542453,12.21262995,27493679
2592,0,2015-04-07,Alaska,AK,125.381991,82.39526337,111942277
2593,0,2015-04-07,Alabama,AL,26.95470431,4.81290495,12391330
2594,0,2015-04-07,Arkansas,AR,3.04645917,0.597899387,1477127
2595,0,2015-04-07,Arizona,AZ,23.46654464,3.639662863,9278036
2596,0,2015-04-07,California,CA,6.421377024,0.721847913,1753089
2597,0,2015-04-07,Colorado,CO,31.59375442,6.455036064,15158566
2598,0,2015-04-07,Florida,FL,41.78488414,3.393963713,9114500
2599,0,2015-04-07,Georgia,GA,20.23453443,6.834781507,17502171
2600,0,2015-04-07,Hawaii,HI,12.08653552,0.703842654,2012677
2601,0,2015-04-07,Iowa,IA,25.57351202,7.766391016,17596181
2602,0,2015-04-07,Idaho,ID,36.25760318,7.532907216,16292585
2603,0,2015-04-07,Illinois,IL,14.5301221,3.784342727,8694037
2604,0,2015-04-07,Indiana,IN,8.875062582,2.167015448,4990011
2605,0,2015-04-07,Kansas,KS,20.22687004,5.480800496,13055107
2606,0,2015-04-07,Louisiana,LA,42.29521474,2.901193284,7633972
2607,0,2015-04-07,Massachusetts,MA,3.13408108,0.163011663,366813
2608,0,2015-04-07,Maryland,MD,0.473795956,0.00573106,13484
2609,0,2015-04-07,Maine,ME,15.21287496,6.376796097,13642125
2610,0,2015-04-07,Michigan,MI,33.88338044,11.25372296,24864060
2611,0,2015-04-07,Minnesota,MN,19.03396269,2.013418046,4365069
2612,0,2015-04-07,Missouri,MO,10.46382058,2.203465272,5259288
2613,0,2015-04-07,Mississippi,MS,14.04746028,2.613059922,6812042
2614,0,2015-04-07,Montana,MT,14.28932397,2.344099244,5054381
2615,0,2015-04-07,North Carolina,NC,14.18769065,5.151496581,12784118
2616,0,2015-04-07,North Dakota,ND,19.62716502,16.08244377,33328621
2617,0,2015-04-07,Nebraska,NE,26.63899504,9.961805177,22757315
2618,0,2015-04-07,New Hampshire,NH,9.210970628,1.689133496,3739607
2619,0,2015-04-07,New Jersey,NJ,2.020128972,0.148738354,342737
2620,0,2015-04-07,New Mexico,NM,32.79425771,5.712760519,14346095
2621,0,2015-04-07,Nevada,NV,0.750138101,0.019914956,49770
2622,0,2015-04-07,New York,NY,34.61995741,9.683100446,21597548
2623,0,2015-04-07,Ohio,OH,4.405495871,0.535195362,1226002
2624,0,2015-04-07,Oklahoma,OK,16.80757406,2.678220076,6694821
2625,0,2015-04-07,Oregon,OR,12.47920838,0.931327019,2074227
2626,0,2015-04-07,Pennsylvania,PA,15.82635405,6.816883115,15695329
2627,0,2015-04-07,Puerto Rico,PR,2.614989873,0.126078929,364548
2628,0,2015-04-07,South Carolina,SC,8.454534336,1.646023458,4128419
2629,0,2015-04-07,South Dakota,SD,30.10994727,12.82712326,27960291
2630,0,2015-04-07,Tennessee,TN,7.216230971,0.314717279,785126
2631,0,2015-04-07,Texas,TX,54.91201132,8.132981858,21167701
2632,0,2015-04-07,Utah,UT,2.188389538,0.226640374,518789
2633,0,2015-04-07,Virginia,VA,7.094948534,1.57764994,3852610
2634,0,2015-04-07,Vermont,VT,7.889372642,2.309058748,5089786
2635,0,2015-04-07,Washington,WA,32.8461386,7.859936864,16119184
2636,0,2015-04-07,Wisconsin,WI,24.33166551,7.258696369,16010472
2637,0,2015-04-07,Wyoming,WY,25.25565261,6.297494384,14223692
2638,0,2001-05-01,Alabama,AL,10.28257387,0.562274632,1441003
2639,0,2001-05-01,Arkansas,AR,12.47961451,3.408824361,8467604
2640,0,2001-05-01,California,CA,20.96303034,8.026155975,19002394
2641,0,2001-05-01,Colorado,CO,1.838111385,0.072491158,168260
2642,0,2001-05-01,Florida,FL,17.83914245,0.861891622,2272854
2643,0,2001-05-01,Georgia,GA,10.98163226,2.752016972,7000509
2644,0,2001-05-01,Idaho,ID,4.058557504,0.387551488,879649
2645,0,2001-05-01,Illinois,IL,9.570816909,3.096675474,7353342
2646,0,2001-05-01,Indiana,IN,8.271341084,3.296531954,7738973
2647,0,2001-05-01,Kansas,KS,4.628123951,0.241989883,577006
2648,0,2001-05-01,Louisiana,LA,110.1365086,3.808155042,10050703
2649,0,2001-05-01,Missouri,MO,11.6591548,4.507220569,10894501
2650,0,2001-05-01,Mississippi,MS,12.19943805,1.391879921,3647873
2651,0,2001-05-01,Montana,MT,12.88407619,5.638841612,11817419
2652,0,2001-05-01,North Carolina,NC,7.724913889,2.817654545,6998395
2653,0,2001-05-01,Nebraska,NE,5.75057793,1.959341754,4554226
2654,0,2001-05-01,New Mexico,NM,10.71433654,6.229729576,15964166
2655,0,2001-05-01,Nevada,NV,18.56523471,4.690626629,10916932
2656,0,2001-05-01,Ohio,OH,8.381319485,1.991372625,4699377
2657,0,2001-05-01,Oklahoma,OK,2.662807764,0.324463336,795826
2658,0,2001-05-01,South Carolina,SC,11.75379846,0.95628892,2433887
2659,0,2001-05-01,Tennessee,TN,13.74417598,4.970221132,12346813
2660,0,2001-05-01,Texas,TX,61.34975092,12.46367718,32946932
2661,0,2001-05-01,Utah,UT,9.325528141,4.77101023,11041416
2662,0,2001-05-01,Virginia,VA,8.525440706,3.174765263,7726790
2663,0,2001-05-01,West Virginia,WV,7.305135699,1.921981189,4611251
2664,0,2001-05-01,Wyoming,WY,16.71822661,10.69147021,23880966
2665,0,2007-05-01,Alaska,AK,111.9187545,115.4703973,149456290
2666,0,2007-05-01,Alabama,AL,12.24056685,1.090575213,2841892
2667,0,2007-05-01,Arkansas,AR,21.82982514,5.08942791,12762305
2668,0,2007-05-01,Arizona,AZ,7.752055497,2.971597612,7629334
2669,0,2007-05-01,California,CA,12.80915996,4.390623814,10250420
2670,0,2007-05-01,Colorado,CO,21.30499157,5.022284775,11870857
2671,0,2007-05-01,Florida,FL,42.9736747,1.077335937,2902078
2672,0,2007-05-01,Georgia,GA,3.311500726,0.092579951,239090
2673,0,2007-05-01,Hawaii,HI,14.7769733,1.066332198,3045251
2674,0,2007-05-01,Idaho,ID,30.08196047,17.69588229,38780964
2675,0,2007-05-01,Kentucky,KY,12.6645163,2.843844792,6941481
2676,0,2007-05-01,Louisiana,LA,92.08422382,6.625115489,17283451
2677,0,2007-05-01,Michigan,MI,16.54742162,3.23197134,6830054
2678,0,2007-05-01,Minnesota,MN,12.15768831,2.406189746,5031721
2679,0,2007-05-01,Missouri,MO,3.104635121,0.21570565,529056
2680,0,2007-05-01,Mississippi,MS,3.718759933,0.121764904,318317
2681,0,2007-05-01,Montana,MT,45.39093885,17.04201134,35576764
2682,0,2007-05-01,North Carolina,NC,64.75321204,4.931325885,12295778
2683,0,2007-05-01,North Dakota,ND,13.62164243,6.247408549,12891888
2684,0,2007-05-01,Nebraska,NE,9.898390693,2.294730561,5207650
2685,0,2007-05-01,New Mexico,NM,17.9090183,5.578927809,14038069
2686,0,2007-05-01,Nevada,NV,6.954722016,2.400869567,5504650
2687,0,2007-05-01,Oklahoma,OK,7.816951969,0.883222261,2197690
2688,0,2007-05-01,Oregon,OR,17.70537785,9.041131311,19835452
2689,0,2007-05-01,Puerto Rico,PR,3.295410857,0.193274997,559359
2690,0,2007-05-01,South Carolina,SC,14.91302638,2.200834261,5594490
2691,0,2007-05-01,South Dakota,SD,8.957161497,4.185140697,9146622
2692,0,2007-05-01,Tennessee,TN,17.07004213,2.946997454,7264360
2693,0,2007-05-01,Texas,TX,15.57678539,3.245581694,8455663
2694,0,2007-05-01,Utah,UT,0.219053927,0.002084306,4742
2695,0,2007-05-01,Virginia,VA,6.832224164,1.053061711,2573212
2696,0,2007-05-01,Washington,WA,3.878146812,0.468425122,993304
2697,0,2007-05-01,Wisconsin,WI,20.66213424,6.100377334,13141434
2698,0,2007-05-01,West Virginia,WV,0.960887417,0.014168845,34450
2699,0,2007-05-01,Wyoming,WY,18.50852492,4.642308332,10289321
2700,0,2012-05-01,Alabama,AL,16.59655438,4.153187997,10572560
2701,0,2012-05-01,Arkansas,AR,9.042457711,1.478168561,3668663
2702,0,2012-05-01,Arizona,AZ,5.205281528,1.10755582,2846429
2703,0,2012-05-01,California,CA,52.78587676,10.42668576,25460794
2704,0,2012-05-01,Colorado,CO,24.55398037,9.318780596,22091857
2705,0,2012-05-01,District of Columbia,DC,0.91612389,0.016042727,38170
2706,0,2012-05-01,Florida,FL,13.32180867,0.447039371,1223853
2707,0,2012-05-01,Georgia,GA,8.921366114,1.185913494,2984507
2708,0,2012-05-01,Hawaii,HI,5.926915869,0.189751729,542592
2709,0,2012-05-01,Iowa,IA,18.68743847,2.721728371,6217007
2710,0,2012-05-01,Idaho,ID,10.25470905,1.276474441,2895756
2711,0,2012-05-01,Illinois,IL,24.83514335,5.830442076,13681848
2712,0,2012-05-01,Indiana,IN,13.81182339,3.980482955,9277647
2713,0,2012-05-01,Kansas,KS,14.39829081,2.400136165,5807305
2714,0,2012-05-01,Kentucky,KY,16.81708938,2.217445732,5393548
2715,0,2012-05-01,Louisiana,LA,103.3352446,1.599990019,4241304
2716,0,2012-05-01,Massachusetts,MA,2.682827756,0.359936843,813188
2717,0,2012-05-01,Maryland,MD,16.97561568,1.259773809,2983263
2718,0,2012-05-01,Maine,ME,48.93577009,3.117802585,6770274
2719,0,2012-05-01,Michigan,MI,19.4409358,2.486567799,5260355
2720,0,2012-05-01,Minnesota,MN,29.41967987,9.948278549,20580733
2721,0,2012-05-01,Missouri,MO,13.27083217,2.990535009,7226237
2722,0,2012-05-01,Mississippi,MS,13.29774333,1.982408541,5075236
2723,0,2012-05-01,Montana,MT,10.01627335,5.609618923,11817603
2724,0,2012-05-01,North Carolina,NC,44.10094617,2.775248414,6870594
2725,0,2012-05-01,North Dakota,ND,34.69867754,7.978685048,16525308
2726,0,2012-05-01,Nebraska,NE,27.935173,6.755026315,15432885
2727,0,2012-05-01,New Hampshire,NH,8.294276289,0.610028103,1330657
2728,0,2012-05-01,New Mexico,NM,9.324447596,4.196265639,10423452
2729,0,2012-05-01,Nevada,NV,7.388275361,0.952993281,2175637
2730,0,2012-05-01,New York,NY,14.8684502,4.578800155,10221003
2731,0,2012-05-01,Ohio,OH,0.156533047,0.000512254,1177
2732,0,2012-05-01,Oklahoma,OK,14.5704836,1.824772101,4559947
2733,0,2012-05-01,Oregon,OR,22.1834288,6.470264004,14238048
2734,0,2012-05-01,Pennsylvania,PA,14.01748167,5.724804398,13223559
2735,0,2012-05-01,South Carolina,SC,3.011617252,0.082609407,206872
2736,0,2012-05-01,South Dakota,SD,32.74274895,7.918021682,17402116
2737,0,2012-05-01,Tennessee,TN,19.21822177,6.306386672,15628920
2738,0,2012-05-01,Texas,TX,64.57540662,10.59216729,27513728
2739,0,2012-05-01,Utah,UT,12.2106973,3.442395731,8002952
2740,0,2012-05-01,Virginia,VA,54.12883087,5.394602412,13009353
2741,0,2012-05-01,Vermont,VT,8.80799998,2.48568961,5459591
2742,0,2012-05-01,Washington,WA,13.5168372,3.464367003,7217440
2743,0,2012-05-01,Wisconsin,WI,18.97948746,8.104114645,17392329
2744,0,2012-05-01,West Virginia,WV,8.894564961,1.283846937,3047989
2745,0,2012-05-01,Wyoming,WY,22.63499262,8.671861206,19511421
2746,0,2018-05-01,Alaska,AK,363.0351028,24.46982278,38752347
2747,0,2018-05-01,Alabama,AL,19.55383804,3.087793211,8018552
2748,0,2018-05-01,California,CA,36.79678536,12.07383894,29145286
2749,0,2018-05-01,Colorado,CO,17.68106664,3.858473893,9031665
2750,0,2018-05-01,District of Columbia,DC,0.915980217,0.016043111,38171
2751,0,2018-05-01,Delaware,DE,1.264513082,0.028639341,68548
2752,0,2018-05-01,Florida,FL,45.22543734,3.489113735,9405144
2753,0,2018-05-01,Georgia,GA,30.28675452,4.231372568,10912024
2754,0,2018-05-01,Iowa,IA,15.92245006,4.363985547,10003609
2755,0,2018-05-01,Idaho,ID,19.41491081,8.545580569,19170508
2756,0,2018-05-01,Illinois,IL,1.180851385,0.056655623,130149
2757,0,2018-05-01,Kansas,KS,16.24028933,2.664789724,6318860
2758,0,2018-05-01,Louisiana,LA,3.641439879,0.192610262,510719
2759,0,2018-05-01,Maryland,MD,31.44491193,1.019949354,2438238
2760,0,2018-05-01,Michigan,MI,10.10315238,0.818138733,1714998
2761,0,2018-05-01,Minnesota,MN,7.237291886,0.792801299,1618386
2762,0,2018-05-01,Missouri,MO,9.345777214,2.401556564,5692579
2763,0,2018-05-01,Montana,MT,8.188590753,1.579710509,3243807
2764,0,2018-05-01,North Carolina,NC,8.277172155,1.338229398,3326319
2765,0,2018-05-01,North Dakota,ND,28.15374421,8.02908457,16722519
2766,0,2018-05-01,Nebraska,NE,15.23172763,5.463399983,12655625
2767,0,2018-05-01,New Mexico,NM,5.52368479,0.410608337,1062008
2768,0,2018-05-01,Nevada,NV,30.5764904,16.18139847,37877840
2769,0,2018-05-01,Oklahoma,OK,9.812860809,1.860971307,4619339
2770,0,2018-05-01,Oregon,OR,34.86754795,7.595584104,16824742
2771,0,2018-05-01,South Carolina,SC,17.66251394,1.222332454,3110303
2772,0,2018-05-01,South Dakota,SD,19.99189506,4.873496231,10563152
2773,0,2018-05-01,Texas,TX,95.68347332,10.8283238,28678692
2774,0,2018-05-01,Utah,UT,12.24716643,2.261556666,5189121
2775,0,2018-05-01,Virginia,VA,66.54776075,2.327290966,5646024
2776,0,2018-05-01,Washington,WA,0.958595979,0.023314049,49886
2777,0,2018-05-01,Wisconsin,WI,8.685283854,0.600404428,1313720
2778,0,2018-05-01,Wyoming,WY,13.68439421,2.950202357,6759965
2779,0,2000-05-02,Alabama,AL,12.65591439,2.393163949,6147469
2780,0,2000-05-02,Arkansas,AR,19.07538818,4.351439478,11017478
2781,0,2000-05-02,Arizona,AZ,14.22721931,7.789098105,19724000
2782,0,2000-05-02,Colorado,CO,1.884239049,0.109373387,254006
2783,0,2000-05-02,Florida,FL,18.52026429,0.868262353,2367180
2784,0,2000-05-02,Georgia,GA,17.09439698,0.683017269,1762820
2785,0,2000-05-02,Iowa,IA,6.573495843,1.556124896,3492839
2786,0,2000-05-02,Illinois,IL,13.92783463,2.79205657,6397468
2787,0,2000-05-02,Indiana,IN,7.333354629,1.015447254,2403035
2788,0,2000-05-02,Kansas,KS,20.59785579,3.634347737,8697475
2789,0,2000-05-02,Kentucky,KY,10.50138187,1.195126106,2916292
2790,0,2000-05-02,Louisiana,LA,6.862620112,1.304548303,3404384
2791,0,2000-05-02,Maryland,MD,4.098079292,0.289501818,682551
2792,0,2000-05-02,Michigan,MI,20.90387769,5.583978659,12474367
2793,0,2000-05-02,Minnesota,MN,33.51007978,16.63500518,34578276
2794,0,2000-05-02,Missouri,MO,6.773155722,0.436790631,1071093
2795,0,2000-05-02,Mississippi,MS,18.01893627,3.172206534,8105610
2796,0,2000-05-02,Montana,MT,26.83490246,30.41093128,63508054
2797,0,2000-05-02,North Carolina,NC,16.70320813,1.264222199,3145435
2798,0,2000-05-02,North Dakota,ND,22.72706784,7.628890522,15795830
2799,0,2000-05-02,Nebraska,NE,11.46501201,1.55445616,3563155
2800,0,2000-05-02,New Mexico,NM,16.23935781,8.91975511,22439237
2801,0,2000-05-02,Ohio,OH,5.826758178,0.886525303,2049466
2802,0,2000-05-02,Oklahoma,OK,12.03772227,2.055334525,5149567
2803,0,2000-05-02,Pennsylvania,PA,1.794511163,0.04534541,106620
2804,0,2000-05-02,Puerto Rico,PR,4.641900815,0.267088632,772019
2805,0,2000-05-02,South Carolina,SC,22.41234355,3.436288824,8685326
2806,0,2000-05-02,South Dakota,SD,15.32420043,4.282989754,9349532
2807,0,2000-05-02,Tennessee,TN,20.70077526,7.393455816,18314568
2808,0,2000-05-02,Texas,TX,27.76047163,10.03841183,25737590
2809,0,2000-05-02,Virginia,VA,16.72870195,3.540948532,8586492
2810,0,2000-05-02,Wisconsin,WI,31.69073038,10.73208452,23493477
2811,0,2000-05-02,West Virginia,WV,15.03699037,2.802725609,6718293
2812,0,2000-05-02,Wyoming,WY,12.9821917,9.55362947,21087036
2813,0,2006-05-02,Alaska,AK,181.9625351,78.26225169,111625900
2814,0,2006-05-02,Alabama,AL,14.45811322,5.312201558,13796897
2815,0,2006-05-02,Arkansas,AR,17.34481296,3.261460937,8199876
2816,0,2006-05-02,Arizona,AZ,14.15993564,2.40205254,6013007
2817,0,2006-05-02,California,CA,9.815593891,3.031406974,7708946
2818,0,2006-05-02,Colorado,CO,20.73868859,5.665923638,13422292
2819,0,2006-05-02,Connecticut,CT,2.258741776,0.222222019,507227
2820,0,2006-05-02,Delaware,DE,8.169058457,0.529762555,1258984
2821,0,2006-05-02,Florida,FL,102.9948815,10.31992072,27633430
2822,0,2006-05-02,Georgia,GA,19.05532468,11.53708474,29565511
2823,0,2006-05-02,Iowa,IA,14.05086064,6.376493734,14656135
2824,0,2006-05-02,Illinois,IL,11.13753147,3.214781331,7554339
2825,0,2006-05-02,Kansas,KS,12.71808914,9.926450401,23702377
2826,0,2006-05-02,Kentucky,KY,4.53161568,0.941827277,2281409
2827,0,2006-05-02,Louisiana,LA,18.14887645,4.660358933,12101615
2828,0,2006-05-02,Massachusetts,MA,26.84561958,1.571106008,3560804
2829,0,2006-05-02,Maryland,MD,36.06371117,1.51549602,3596391
2830,0,2006-05-02,Michigan,MI,20.18405953,2.691946412,5712490
2831,0,2006-05-02,Minnesota,MN,3.755460843,0.207418282,434167
2832,0,2006-05-02,Missouri,MO,24.18663759,8.901455047,21405352
2833,0,2006-05-02,Mississippi,MS,12.46055656,4.099976587,10646790
2834,0,2006-05-02,Montana,MT,19.87298097,7.182383985,15081462
2835,0,2006-05-02,North Carolina,NC,71.86608882,4.553124173,11344130
2836,0,2006-05-02,North Dakota,ND,9.127469942,4.071970799,8569646
2837,0,2006-05-02,Nebraska,NE,19.80808687,4.834815975,11116042
2838,0,2006-05-02,New Hampshire,NH,3.918401082,0.248024418,556837
2839,0,2006-05-02,New Jersey,NJ,25.43158832,1.933945546,4521444
2840,0,2006-05-02,New Mexico,NM,4.312336631,0.609006545,1566901
2841,0,2006-05-02,Nevada,NV,5.836907127,1.028150724,2529567
2842,0,2006-05-02,New York,NY,7.3497008,1.88325982,4245111
2843,0,2006-05-02,Ohio,OH,6.735706481,2.682947493,6199875
2844,0,2006-05-02,Oklahoma,OK,1.614269945,0.041352786,100983
2845,0,2006-05-02,Pennsylvania,PA,18.85980184,8.349703112,19333540
2846,0,2006-05-02,Rhode Island,RI,7.835957851,0.300647915,687064
2847,0,2006-05-02,South Carolina,SC,25.42310612,2.902912922,7401631
2848,0,2006-05-02,South Dakota,SD,22.49537094,6.144581738,13402081
2849,0,2006-05-02,Tennessee,TN,12.33998135,2.170572148,5387546
2850,0,2006-05-02,Texas,TX,21.0323606,6.215631042,16163121
2851,0,2006-05-02,Utah,UT,15.91652105,4.724480223,11351121
2852,0,2006-05-02,Virginia,VA,68.59545239,4.69251864,11374309
2853,0,2006-05-02,Wisconsin,WI,17.53135971,4.588023312,9829365
2854,0,2006-05-02,West Virginia,WV,9.681604798,0.818367151,1967240
2855,0,2006-05-02,Wyoming,WY,30.1929304,10.54701453,23513452
2856,0,2017-05-02,Alaska,AK,130.0515187,85.89855447,122782279
2857,0,2017-05-02,Alabama,AL,40.49492121,5.758193022,14785549
2858,0,2017-05-02,Arkansas,AR,6.276147596,0.563132723,1406138
2859,0,2017-05-02,Arizona,AZ,25.09010518,7.847070282,20110128
2860,0,2017-05-02,California,CA,28.90669732,6.160080486,15458509
2861,0,2017-05-02,Colorado,CO,18.68828683,3.638428701,8596928
2862,0,2017-05-02,Connecticut,CT,10.13246155,0.670554437,1534295
2863,0,2017-05-02,Florida,FL,23.34294941,2.455351211,6501142
2864,0,2017-05-02,Georgia,GA,36.73678116,4.653587561,11927051
2865,0,2017-05-02,Hawaii,HI,4.352489877,0.284496974,815227
2866,0,2017-05-02,Louisiana,LA,54.76667162,2.762553247,7271082
2867,0,2017-05-02,Massachusetts,MA,8.207614724,0.520143199,1177421
2868,0,2017-05-02,Maryland,MD,15.98474451,0.722158035,1707628
2869,0,2017-05-02,Maine,ME,23.18553938,0.742182987,1615511
2870,0,2017-05-02,Mississippi,MS,22.93430715,4.322396239,11137934
2871,0,2017-05-02,Montana,MT,3.802482057,0.666509754,1401574
2872,0,2017-05-02,North Carolina,NC,4.220256429,0.590707298,1473966
2873,0,2017-05-02,North Dakota,ND,6.773230125,1.883975942,3973609
2874,0,2017-05-02,Nebraska,NE,7.596644528,1.064756894,2460388
2875,0,2017-05-02,New Hampshire,NH,5.623758021,0.53847651,1204803
2876,0,2017-05-02,New Mexico,NM,12.1986176,5.599647576,14390430
2877,0,2017-05-02,Nevada,NV,7.77371818,1.809693162,4364357
2878,0,2017-05-02,New York,NY,2.529411108,0.255542714,585126
2879,0,2017-05-02,Oklahoma,OK,16.70504253,1.924159235,4842000
2880,0,2017-05-02,Pennsylvania,PA,10.15580599,0.890837844,2081661
2881,0,2017-05-02,South Carolina,SC,26.84327453,3.592472661,9114742
2882,0,2017-05-02,South Dakota,SD,5.068851795,0.31219651,680508
2883,0,2017-05-02,Tennessee,TN,2.220849135,0.057119123,142700
2884,0,2017-05-02,Texas,TX,32.64627836,4.738405263,12175983
2885,0,2017-05-02,Utah,UT,6.88385552,2.880102046,6936476
2886,0,2017-05-02,Virginia,VA,15.45533987,1.719757145,4139506
2887,0,2017-05-02,Vermont,VT,1.007957418,0.039795244,88428
2888,0,2017-05-02,West Virginia,WV,4.093061331,0.250283611,595593
2889,0,2017-05-02,Wyoming,WY,9.87553506,2.462250221,5432919
2890,0,2005-05-03,Arkansas,AR,9.570854052,4.684256044,11866008
2891,0,2005-05-03,Arizona,AZ,27.18348943,13.16353085,33281540
2892,0,2005-05-03,California,CA,7.151485903,1.048029333,2408196
2893,0,2005-05-03,Colorado,CO,23.43656377,7.002017865,16560961
2894,0,2005-05-03,Hawaii,HI,13.81178235,0.863119817,2463671
2895,0,2005-05-03,Iowa,IA,6.531713584,2.132652765,4823754
2896,0,2005-05-03,Idaho,ID,3.486110479,0.221732718,503638
2897,0,2005-05-03,Illinois,IL,9.962543562,3.519669608,8023853
2898,0,2005-05-03,Indiana,IN,6.501056687,1.418166618,3251676
2899,0,2005-05-03,Kansas,KS,20.60090159,7.930125323,19066732
2900,0,2005-05-03,Louisiana,LA,19.97223618,7.601657779,19848120
2901,0,2005-05-03,Michigan,MI,39.16313914,12.3314891,26955080
2902,0,2005-05-03,Minnesota,MN,27.26915895,9.020991786,18511710
2903,0,2005-05-03,Missouri,MO,7.883222947,2.323727431,5534487
2904,0,2005-05-03,Mississippi,MS,1.395917867,0.026484814,69175
2905,0,2005-05-03,North Dakota,ND,21.52772637,9.204808268,19037290
2906,0,2005-05-03,Nebraska,NE,15.86061262,4.40972886,10088387
2907,0,2005-05-03,New Mexico,NM,33.78767037,5.075102028,12700030
2908,0,2005-05-03,Nevada,NV,24.29223615,7.839385835,18393102
2909,0,2005-05-03,Ohio,OH,0.672471342,0.016504679,37731
2910,0,2005-05-03,Oklahoma,OK,19.98159805,11.35001934,28147831
2911,0,2005-05-03,Oregon,OR,11.65510695,2.380529315,5258068
2912,0,2005-05-03,Puerto Rico,PR,3.219155486,0.123146418,356385
2913,0,2005-05-03,South Dakota,SD,13.8991726,9.285431687,20201257
2914,0,2005-05-03,Texas,TX,64.01467859,42.15957673,109830567
2915,0,2005-05-03,Utah,UT,21.17305592,4.541403003,10783617
2916,0,2005-05-03,Washington,WA,9.907854054,2.11930506,4411316
2917,0,2005-05-03,Wisconsin,WI,24.16920795,8.332335921,18305937
2918,0,2005-05-03,Wyoming,WY,11.45105514,1.809976958,4146689
2919,0,2011-05-03,Alaska,AK,519.1161896,37.45412913,60187576
